// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
ITEM;								111;								Aluminium Shard;					Material;							Raw;								Base;								aluminium_shard.png;				0.115;								25.5;								0;									6;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Aluminium is a silvery-white, lightweight material, that is soft and easily malleable. Aluminium is used in a huge variety of products and manufacturing processes. Moderately valuable and easily harvested.;;									;									;									;									;									
ITEM;								115;								Bio Carbon;							Material;							Raw;								Base;								bio_carbon.png;						0.010;								27.6;								0;									6;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Bio Carbon is produced when carbon molecules are oxidized on the surfaces of some ores. Not altogether abundant, it is always in high demand, and produces moderate profits when harvesting.;;									;									;									;									;									
ITEM;								112;								Dynex Crystal;						Material;							Raw;								Base;								dynex_crystal.png;					0.116;								28.0;								0;									6;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Dynex Crystals, often called Dynex Diamond, can store small amounts or radioactive energy inside the folds of the crystal. Very rare and very valuable, Dynex is often used in advanced fabrication and is highly traded on the markets.;;									;									;									;									;									
ITEM;								121;								Neutron Pods;						Material;							Raw;								Base;								neutron_pods.png;					0.116;								50.5;								0;									7;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									These strange growths are a bi-product of refining more moisture rich asteroids. Neutron Pods are used mainly as a catalyst during the fabrication of high density metals. Originally discarded and thought to be useless, now quite valuable on the markets.;;									;									;									;									;									
ITEM;								117;								Steelium;							Material;							Raw;								Base;								steelium.png;						0.088;								55.4;								0;									7;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Steelium is a very strong and durable base material used mainly in the construction of star ship armor. Once refined, Steelium can fetch a decent market price and is easily traded on the markets.;;									;									;									;									;									
ITEM;								116;								Calciate Residue;					Material;							Raw;								Base;								calciate_residue.png;				0.010;								105.7;								0;									8;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Calciate Residue is formed on Belasite or Xenox ore when micro meteros strike the surface of the rock, causing tiny explosions that leave Calciate deposits. These deposits are used in fabrication and manufacturing.;;									;									;									;									;									
ITEM;								124;								Titanyte;							Material;							Raw;								Base;								titanyte.png;						0.115;								102.5;								0;									8;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Titanyte is a larger base material with a considerable weight to mass ratio. This material is a stabilizing mineral used in refining metals. Titanyte can deliver huge returns for any miner luck enough to find it. ;;									;									;									;									;									
ITEM;								119;								Silveryte;							Material;							Raw;								Base;								silveryte.png;						0.275;								150.8;								0;									9;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Silveryte Powder is a highly explosive material used mainly in the manufacturing of weapon ammunitions. This base material can be somewhat tricky to collect and refine, but retains a very high value.;;									;									;									;									;									
ITEM;								123;								Goldyte;							Material;							Raw;								Base;								goldyte.png;						0.216;								153.9;								0;									9;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Goldyte Dust has special properties that reflect and refract light with little signal loss. Usually found in the more remote regions of the Astrox universe.;;									;									;									;									;									
ITEM;								120;								Prometheum;							Material;							Raw;								Base;								prometheum.png;						0.003;								254.9;								0;									10;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Prometheum is a very strange base material, that can change it's molecular structure base on the ambient vibrations of the region it is found in. Extremly valuable and highly profitable.;;									;									;									;									;									
ITEM;								122;								Uranium;							Material;							Raw;								Base;								uranium.png;						0.153;								262.1;								0;									10;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Uranium is a very valuable base material, prized for its radioactive properties and used mainly by the Science faction. Easily traded on the markets but quite difficult to refine.;;									;									;									;									;									

// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------;
